Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Currency,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision_Hours,Discount (%)
84-649-5117,24,Female,Middle,Single,Master's,High,Huzhen,Office Supplies,USD,$481.84,10,Mixed,5,5,0.3,Low,Not Sensitive,1,7,Low,Smartphone,Debit Card,8/14/2024,TRUE,TRUE,Impulsive,No Preference,9,5
73-434-2308,19,Female,Middle,Married,Master's,High,Guanzhou,Mobile Accessories,USD,$165.01,10,Mixed,2,3,0,Low,Very Sensitive,0,8,Low,Desktop,Other,4/17/2024,FALSE,FALSE,Need-based,No Preference,10,30
28-874-8938,46,Male,High,Married,High School,High,Phong Äiá»n,Office Supplies,USD,$56.85,5,Mixed,4,2,2,Low,Not Sensitive,1,8,Medium,Desktop,PayPal,11/16/2024,FALSE,TRUE,Wants-based,Express,14,20
23-949-1954,42,Male,Middle,Single,Bachelor's,Middle,Kariya,Toys & Games,USD,$182.89,2,Online,2,5,0,None,Not Sensitive,0,9,High,Tablet,Credit Card,8/12/2024,FALSE,FALSE,Need-based,No Preference,5,20
79-960-1714,31,Male,Middle,Single,Master's,High,NykÃ¶ping,Travel & Leisure (Flights,USD,$373.01,5,In-Store,3,3,0,Low,Very Sensitive,1,9,Low,Smartphone,Credit Card,7/27/2024,TRUE,FALSE,Impulsive,No Preference,8,0
35-418-0288,48,Female,High,Divorced,High School,Middle,Spasskoye,Baby Products,USD,$220.77,7,In-Store,1,5,2,High,Very Sensitive,1,5,None,Desktop,other,4/15/2024,TRUE,FALSE,Impulsive,Standard,11,20
08-185-6608,32,Female,High,Divorced,Master's,Middle,Podbrdo,Baby Products,USD,$291.09,11,Online,3,5,1,Low,Somewhat Sensitive,1,5,High,Desktop,Credit Card,10/6/2024,FALSE,FALSE,Planned,Standard,1,5
14-249-1256,46,Male,Middle,Single,High School,Middle,Marolambo,Beauty & Personal Care,USD,$414.06,9,Mixed,2,3,2,Medium,Somewhat Sensitive,1,7,Low,Tablet,Other,11/26/2024,FALSE,TRUE,Impulsive,Standard,2,10
02-004-0620,32,Male,Middle,Single,Master's,High,Lagoa Seca,Groceries,USD,$408.51,9,Online,3,5,1,None,Not Sensitive,2,2,Low,Desktop,Other,5/26/2024,TRUE,FALSE,Need-based,No Preference,1,10
14-305-8712,48,Male,High,Widowed,High School,Middle,Bronnitsy,Mobile Accessories,USD,$103.40,9,Online,3,4,0,None,Somewhat Sensitive,0,10,Medium,Smartphone,PayPal,11/4/2024,TRUE,FALSE,Impulsive,No Preference,9,0
55-163-1389,24,Male,High,Divorced,Bachelor's,High,Nasielsk,Mobile Accessories,USD,$67.92,3,Online,3,2,1,Medium,Somewhat Sensitive,0,8,Medium,Desktop,Other,10/18/2024,FALSE,TRUE,Planned,Express,10,5
36-274-5269,27,Male,Middle,Married,Master's,High,Ponte,Hotels,USD,$354.16,8,Online,2,2,2,None,Somewhat Sensitive,0,9,High,Smartphone,PayPal,6/13/2024,TRUE,FALSE,Need-based,No Preference,5,25
02-100-4320,32,Female,High,Single,Master's,High,Majennang,Baby Products,USD,$276.77,2,Online,3,5,1,High,Somewhat Sensitive,2,5,Low,Tablet,paypal,3/3/2024,TRUE,TRUE,Wants-based,Express,4,10
95-112-6724,31,Female,Middle,Divorced,Master's,High,Xuedian,Food & Beverages,USD,$190.25,6,Online,2,1,0,None,Very Sensitive,1,4,Low,Desktop,Debit Card,6/3/2024,FALSE,FALSE,Need-based,No Preference,13,5
34-375-8138,48,Male,Middle,Married,Bachelor's,Middle,Zbraslavice,Home Appliances,USD,$203.49,7,Mixed,5,3,0,High,Somewhat Sensitive,1,9,High,Tablet,Cash,8/10/2024,FALSE,FALSE,Wants-based,Standard,11,5
48-980-6078,29,Female,Middle,Single,Master's,Middle,WiwilÃ­,Home Appliances,USD,$263.50,6,Mixed,3,1,1,High,Somewhat Sensitive,0,1,None,Smartphone,other,11/18/2024,TRUE,TRUE,Need-based,Express,1,30
72-393-6893,50,Female,Middle,Widowed,High School,Middle,Villa ConcepciÃ³n del TÃ­o,Toys & Games,USD,$247.30,2,In-Store,4,4,0,Medium,Not Sensitive,0,8,None,Tablet,PayPal,2/8/2024,FALSE,TRUE,Need-based,Express,11,20
50-471-0212,19,Female,High,Single,Bachelor's,High,San SebastiÃ¡n de YalÃ­,Jewelry & Accessories,USD,$50.71,12,Mixed,3,3,1,Medium,Not Sensitive,0,3,Medium,Smartphone,Cash,3/17/2024,FALSE,FALSE,Impulsive,Standard,8,5
55-955-9889,31,Female,High,Divorced,Bachelor's,High,Wailang,Health Care,USD,$131.85,4,Mixed,3,4,1,High,Not Sensitive,0,2,High,Smartphone,Credit Card,1/4/2024,TRUE,TRUE,Planned,No Preference,6,10
14-603-9698,40,Male,High,Married,High School,High,Hultsfred,Animal Feed,USD,$459.39,6,In-Store,2,1,2,None,Somewhat Sensitive,2,5,None,Tablet,Debit Card,9/29/2024,TRUE,FALSE,Need-based,Standard,14,30
08-733-0300,39,Female,Middle,Widowed,Bachelor's,High,Oslo,Books,USD,$383.33,6,Mixed,2,1,2,Low,Somewhat Sensitive,1,8,Low,Tablet,Credit Card,8/5/2024,TRUE,FALSE,Impulsive,Standard,12,0
40-450-4266,37,Female,Middle,Single,Bachelor's,Middle,Sala,Health Care,USD,$212.08,8,Mixed,4,2,0,Medium,Very Sensitive,0,1,High,Smartphone,Other,5/7/2024,TRUE,TRUE,Planned,Express,13,15
04-465-1819,37,Male,High,Widowed,Master's,Middle,Karpogory,Jewelry & Accessories,USD,$370.73,7,In-Store,1,1,0,None,Not Sensitive,2,4,None,Desktop,Cash,8/18/2024,FALSE,TRUE,Planned,Express,7,0
31-218-0024,21,Female,High,Divorced,High School,Middle,Lewotola,Health Supplements,USD,$319.66,7,Online,3,1,2,Low,Somewhat Sensitive,2,6,High,Desktop,Credit Card,2/18/2024,TRUE,TRUE,Planned,No Preference,3,0
85-192-9218,31,Female,High,Divorced,Bachelor's,High,Kisovec,Health Care,USD,$373.05,3,Mixed,1,4,0,Medium,Not Sensitive,0,9,High,Desktop,PayPal,3/14/2024,TRUE,TRUE,Planned,Express,7,5
74-353-6312,46,Female,Middle,Married,Bachelor's,Middle,Pameungpeuk,Groceries,USD,$393.78,6,Online,5,2,2,Medium,Not Sensitive,2,4,High,Tablet,PayPal,3/25/2024,FALSE,FALSE,Wants-based,Express,14,15
48-271-1908,40,Bigender,High,Single,Bachelor's,High,Oke Ila,Baby Products,USD,$245.04,4,Online,2,5,2,Medium,Not Sensitive,0,7,Medium,Smartphone,Debit Card,12/3/2024,FALSE,TRUE,Need-based,Express,10,30
27-571-9402,44,Female,Middle,Married,Master's,Middle,SÃ£o Torcato,Home Appliances,USD,$111.27,3,Mixed,3,4,2,High,Somewhat Sensitive,0,3,High,Tablet,PayPal,5/13/2024,TRUE,FALSE,Planned,Standard,12,20
89-754-7244,45,Male,High,Widowed,Master's,Middle,El CaÃ±o,Mobile Accessories,USD,$93.29,11,Mixed,2,3,2,High,Very Sensitive,1,8,Medium,Tablet,Credit Card,7/25/2024,TRUE,FALSE,Impulsive,No Preference,9,25
09-783-7921,19,Female,High,Divorced,Bachelor's,High,AristÃ³bulo del Valle,Gardening & Outdoors,USD,$156.50,5,In-Store,5,5,1,Low,Not Sensitive,0,2,None,Smartphone,paypal,1/10/2024,TRUE,TRUE,Wants-based,Standard,14,25
99-509-4653,36,Male,High,Widowed,Master's,High,OlavarrÃ­a,Health Care,USD,$290.11,8,In-Store,3,5,1,Low,Somewhat Sensitive,2,8,None,Tablet,Other,10/30/2024,TRUE,FALSE,Wants-based,Standard,14,30
43-595-0966,46,Male,Middle,Married,Master's,Middle,Sabon Gari-Nangere,Software & Apps,USD,$355.28,3,In-Store,1,3,0,High,Very Sensitive,1,7,None,Desktop,Debit Card,9/17/2024,FALSE,FALSE,Need-based,Standard,5,15
27-619-9264,23,Male,High,Single,Master's,High,GÃ¶teborg,Packages),USD,$73.74,7,Online,1,4,2,High,Very Sensitive,0,2,Medium,Desktop,Cash,8/17/2024,TRUE,FALSE,Planned,Standard,13,5
96-484-1000,26,Male,Middle,Married,Bachelor's,High,Xiangshan,Gardening & Outdoors,USD,$170.35,10,In-Store,3,2,1,Low,Very Sensitive,2,4,High,Desktop,PayPal,6/3/2024,TRUE,TRUE,Need-based,Express,1,25
82-561-4233,45,Male,Middle,Married,Master's,High,Boro Utara,Office Supplies,USD,$123.70,6,Mixed,3,3,0,High,Not Sensitive,2,3,None,Tablet,Debit Card,7/28/2024,FALSE,FALSE,Planned,No Preference,2,25
20-648-1010,34,Male,High,Married,High School,Middle,Zilang,Home Appliances,USD,$201.60,9,Online,4,4,1,Low,Very Sensitive,1,3,Medium,Smartphone,Credit Card,10/24/2024,FALSE,TRUE,Impulsive,Standard,14,25
03-023-9932,37,Female,High,Widowed,Bachelor's,Middle,Xiaruyue,Groceries,USD,$116.14,11,In-Store,5,2,0,Medium,Very Sensitive,2,4,Low,Tablet,debit card,4/1/2024,TRUE,TRUE,Wants-based,Express,14,25
26-521-8328,49,Female,Middle,Divorced,Bachelor's,High,Fengjiang,Furniture,USD,$483.38,9,Online,2,1,0,None,Somewhat Sensitive,0,4,High,Desktop,other,6/9/2024,FALSE,FALSE,Wants-based,No Preference,8,0
50-000-9588,47,Male,High,Divorced,Master's,High,Zhovkva,Jewelry & Accessories,USD,$418.62,9,In-Store,1,4,0,None,Very Sensitive,0,4,High,Tablet,Credit Card,11/14/2024,TRUE,TRUE,Impulsive,Express,11,30
77-178-6086,42,Female,Middle,Single,Master's,Middle,Gueltat Zemmour,Toys & Games,USD,$139.83,12,In-Store,1,4,2,Medium,Somewhat Sensitive,1,2,High,Smartphone,other,10/8/2024,FALSE,TRUE,Impulsive,Express,10,10
96-764-3843,20,Male,Middle,Widowed,Master's,High,Yongfu,Office Supplies,USD,$54.17,4,In-Store,3,4,1,None,Not Sensitive,2,2,None,Tablet,Cash,1/11/2024,TRUE,TRUE,Impulsive,Express,7,5
25-286-8786,27,Male,High,Single,Master's,High,Berlin,Home Appliances,USD,$437.59,10,Mixed,4,3,0,Medium,Very Sensitive,0,8,Low,Desktop,Other,2/26/2024,TRUE,FALSE,Wants-based,No Preference,9,30
04-213-4617,43,Male,High,Divorced,High School,High,XibÃ«r-MurrizÃ«,Food & Beverages,USD,$113.57,5,Mixed,2,3,2,Low,Very Sensitive,2,9,None,Desktop,PayPal,11/1/2024,FALSE,TRUE,Planned,No Preference,8,10
29-067-4901,35,Male,High,Divorced,Master's,Middle,Arhust,Health Supplements,USD,$305.54,6,Online,2,2,0,High,Very Sensitive,2,10,Low,Desktop,PayPal,3/28/2024,TRUE,TRUE,Planned,Standard,7,10
79-384-7469,50,Male,Middle,Single,Bachelor's,High,Xudat,Groceries,USD,$339.12,2,Mixed,5,1,0,Medium,Somewhat Sensitive,0,2,Medium,Desktop,Other,1/8/2024,TRUE,FALSE,Planned,Standard,1,25
13-571-6506,25,Male,Middle,Divorced,Master's,High,Muslyumovo,Animal Feed,USD,$323.40,11,Mixed,1,2,1,Low,Very Sensitive,1,5,Low,Smartphone,PayPal,2/28/2024,TRUE,TRUE,Wants-based,Express,10,20
67-935-7964,41,Female,Middle,Single,High School,High,Nikolayevsk,Office Supplies,USD,$472.61,9,In-Store,5,3,2,Low,Somewhat Sensitive,2,2,High,Tablet,cash,9/15/2024,TRUE,FALSE,Need-based,Express,5,30
24-272-6205,39,Agender,High,Divorced,Master's,High,Cigadog,Packages),USD,$68.02,10,In-Store,5,3,0,High,Very Sensitive,0,4,Medium,Smartphone,Other,11/1/2024,TRUE,FALSE,Need-based,No Preference,6,5
35-853-2222,19,Female,High,Married,Bachelor's,High,Valongo,Sports & Outdoors,USD,$199.44,7,Online,3,4,1,Medium,Very Sensitive,0,5,Low,Tablet,Other,7/14/2024,TRUE,FALSE,Need-based,No Preference,1,20
58-502-7490,32,Male,High,Widowed,Bachelor's,High,Sinchao,Health Supplements,USD,$250.73,4,Mixed,4,4,0,Medium,Very Sensitive,2,2,None,Smartphone,paypal,4/24/2024,FALSE,FALSE,Impulsive,Standard,10,5
84-894-9222,25,Bigender,High,Married,Bachelor's,High,Pryamitsyno,Sports & Outdoors,USD,$372.49,12,Online,2,5,1,None,Somewhat Sensitive,1,5,Medium,Tablet,PayPal,8/22/2024,TRUE,FALSE,Need-based,No Preference,7,30
52-908-9971,31,Male,Middle,Widowed,High School,Middle,Gulou,Software & Apps,USD,$186.85,2,In-Store,2,1,0,None,Somewhat Sensitive,1,1,High,Desktop,paypal,2/20/2024,FALSE,FALSE,Planned,No Preference,12,0
03-669-7519,40,Female,Middle,Married,Master's,High,Yinying,Health Supplements,USD,$73.32,10,Online,3,1,1,None,Not Sensitive,0,1,Medium,Smartphone,other,1/27/2024,FALSE,TRUE,Impulsive,Express,14,20
81-580-3810,36,Male,Middle,Married,High School,High,CrÃ©teil,Food & Beverages,USD,$214.59,6,Online,1,2,1,Medium,Very Sensitive,2,6,Low,Smartphone,Cash,2/9/2024,FALSE,TRUE,Planned,Standard,9,5
84-538-0238,19,Male,Middle,Divorced,High School,Middle,Harhorin,Office Supplies,USD,$467.32,12,In-Store,3,4,0.2,Medium,Not Sensitive,2,3,High,Tablet,Debit Card,1/28/2024,TRUE,TRUE,Need-based,Express,11,5
24-109-2173,27,Female,High,Single,Bachelor's,High,MessÃ­ni,Food & Beverages,USD,$475.65,4,Online,1,5,1,High,Very Sensitive,1,2,None,Tablet,paypal,6/23/2024,FALSE,TRUE,Wants-based,Standard,14,20
78-214-5658,48,Female,Middle,Single,High School,High,Villavicencio,Arts & Crafts,USD,$161.38,11,In-Store,4,2,1,None,Not Sensitive,0,1,High,Desktop,Debit Card,8/20/2024,FALSE,FALSE,Need-based,Standard,10,5
93-675-1619,28,Female,Middle,Married,Master's,Middle,VÃ­lia,Animal Feed,USD,$249.78,4,In-Store,4,1,2,Medium,Not Sensitive,1,8,High,Tablet,Cash,11/24/2024,FALSE,TRUE,Need-based,Express,11,30
48-825-0400,38,Male,Middle,Single,Master's,High,SÃ¤vedalen,Books,USD,$149.88,9,In-Store,1,3,1,None,Very Sensitive,1,10,Medium,Tablet,Cash,4/19/2024,FALSE,FALSE,Planned,Standard,4,0
51-917-0766,28,Male,High,Married,Master's,High,Araci,Groceries,USD,$347.09,5,In-Store,4,1,0,None,Not Sensitive,1,7,Medium,Smartphone,paypal,1/26/2024,TRUE,FALSE,Need-based,Standard,7,30
88-313-2633,33,Male,Middle,Divorced,Master's,Middle,ItsandzÃ©ni,Furniture,USD,$345.49,9,In-Store,2,2,2,Low,Somewhat Sensitive,0,7,None,Tablet,debit card,9/6/2024,TRUE,FALSE,Wants-based,No Preference,3,25
75-210-7391,44,Female,Middle,Married,High School,Middle,Kokstad,Packages),USD,$297.24,2,In-Store,2,3,1,Medium,Somewhat Sensitive,2,7,Medium,Desktop,Other,6/29/2024,TRUE,TRUE,Need-based,No Preference,7,20
51-320-2801,27,Female,High,Divorced,Bachelor's,High,Mouquim,Groceries,USD,$494.34,12,In-Store,1,5,1,High,Very Sensitive,1,8,None,Desktop,Cash,3/3/2024,TRUE,FALSE,Planned,No Preference,3,10
36-240-3240,25,Male,Middle,Divorced,High School,Middle,Shilin,Baby Products,USD,$443.52,5,Online,2,1,2,None,Very Sensitive,0,1,High,Smartphone,Cash,5/10/2024,TRUE,FALSE,Wants-based,Standard,9,25
40-149-8247,23,Male,Middle,Married,Bachelor's,Middle,Qiman,Home Appliances,USD,$457.18,7,In-Store,5,2,2,High,Not Sensitive,0,7,Low,Tablet,PayPal,8/20/2024,TRUE,TRUE,Impulsive,No Preference,10,5
33-609-0598,29,Female,High,Single,Master's,Middle,Xinzha,Luxury Goods,USD,$407.88,4,Online,2,1,2,Medium,Very Sensitive,1,7,High,Smartphone,Credit Card,11/11/2024,FALSE,FALSE,Planned,Express,14,20
74-022-7557,19,Male,High,Married,Bachelor's,Middle,WÅnsan,Electronics,USD,$448.68,8,In-Store,1,5,1,Low,Somewhat Sensitive,0,8,Medium,Tablet,Credit Card,5/25/2024,TRUE,TRUE,Planned,Express,8,20
04-832-3559,26,Male,Middle,Widowed,Bachelor's,Middle,Narol,Beauty & Personal Care,USD,$255.96,7,In-Store,5,2,0,Medium,Not Sensitive,0,4,Medium,Desktop,cash,12/23/2024,TRUE,FALSE,Need-based,No Preference,13,5
81-479-0790,19,Male,High,Single,Bachelor's,Middle,Guadalupe,Food & Beverages,USD,$146.07,7,Mixed,4,4,2,Medium,Somewhat Sensitive,1,5,Low,Desktop,Credit Card,7/7/2024,FALSE,FALSE,Need-based,No Preference,1,15
53-784-1855,19,Female,Middle,Divorced,Master's,High,Loket,Health Supplements,USD,$311.90,4,Mixed,4,3,0,High,Very Sensitive,2,5,None,Smartphone,Credit Card,12/30/2024,TRUE,TRUE,Planned,Standard,2,30
09-369-0588,42,Male,High,Single,Bachelor's,Middle,Dalumangcob,Gardening & Outdoors,USD,$301.60,4,In-Store,1,1,0,Medium,Very Sensitive,2,5,Low,Smartphone,other,3/11/2024,TRUE,FALSE,Planned,Express,13,10
28-969-7540,44,Female,High,Married,Master's,Middle,KuÃ§ovÃ«,Electronics,USD,$297.45,3,Online,3,1,1,Low,Somewhat Sensitive,0,2,High,Desktop,PayPal,7/7/2024,FALSE,TRUE,Impulsive,Standard,4,5
89-730-1134,46,Male,Middle,Divorced,High School,Middle,Jixian,Gardening & Outdoors,USD,$157.26,3,Mixed,3,4,0,None,Somewhat Sensitive,1,9,Medium,Smartphone,Cash,7/24/2024,FALSE,FALSE,Planned,Express,8,20
88-661-4689,39,Male,Middle,Single,High School,Middle,Taocheng,Books,USD,$239.46,3,Online,5,4,1,Low,Somewhat Sensitive,2,9,None,Desktop,credit card,8/4/2024,FALSE,TRUE,Impulsive,No Preference,7,0
10-961-9336,27,Female,Middle,Married,Master's,Middle,Dayapan,Travel & Leisure (Flights,USD,$240.82,10,Online,1,5,0,None,Not Sensitive,1,1,Low,Desktop,debit card,1/2/2024,TRUE,FALSE,Wants-based,No Preference,8,15
99-080-9462,24,Male,High,Single,High School,Middle,Saraburi,Books,USD,$302.07,6,Mixed,1,5,2,High,Not Sensitive,2,10,Medium,Tablet,other,4/9/2024,FALSE,FALSE,Wants-based,Express,13,15
07-958-2231,27,Female,Middle,Married,Bachelor's,Middle,Tigaherang,Baby Products,USD,$367.99,2,Mixed,3,5,1,None,Somewhat Sensitive,2,7,Low,Smartphone,Debit Card,10/15/2024,TRUE,FALSE,Wants-based,Standard,8,30
75-617-1460,50,Male,High,Married,Master's,High,WiwilÃ­,Health Supplements,USD,$359.75,7,Mixed,1,1,1,Medium,Very Sensitive,0,10,Medium,Desktop,Other,1/23/2024,TRUE,TRUE,Wants-based,Express,3,10
64-769-5737,45,Male,Middle,Widowed,Master's,Middle,Acheng,Home Appliances,USD,"204,44",2,Mixed,3,4,2,Low,Very Sensitive,1,5,None,Tablet,cash,12/1/2024,FALSE,FALSE,Need-based,No Preference,13,30
34-788-8387,38,Female,Middle,Single,High School,Middle,Qingqu,Groceries,USD,$228.93,7,In-Store,3,4,0,Medium,Somewhat Sensitive,0,4,High,Desktop,debit card,2/19/2024,TRUE,TRUE,Wants-based,No Preference,11,30
67-323-7406,35,Female,High,Married,High School,High,Yuyangguan,Electronics,USD,$355.31,11,Mixed,3,5,2,High,Somewhat Sensitive,1,6,Medium,Desktop,cash,8/19/2024,FALSE,FALSE,Need-based,Standard,12,20
05-067-9686,20,Genderfluid,High,Single,Master's,Middle,Xilu,Toys & Games,USD,$334.67,12,Online,1,3,0,Low,Somewhat Sensitive,1,5,High,Tablet,PayPal,11/18/2024,FALSE,FALSE,Wants-based,Standard,13,20
78-822-9328,44,Male,High,Divorced,High School,Middle,Bugarama,Gardening & Outdoors,USD,$182.72,5,In-Store,4,2,0,None,Somewhat Sensitive,1,6,Medium,Desktop,paypal,6/4/2024,FALSE,FALSE,Wants-based,Express,13,5
02-676-9312,44,Female,High,Single,Bachelor's,High,Araci,Mobile Accessories,USD,$260.22,11,Mixed,5,4,1,Low,Very Sensitive,2,6,Low,Smartphone,Debit Card,11/20/2024,FALSE,FALSE,Need-based,No Preference,13,0
95-528-2313,19,Female,Middle,Married,Bachelor's,High,Gudja,Electronics,USD,$454.93,8,Mixed,3,3,0,High,Somewhat Sensitive,1,9,None,Smartphone,Other,4/21/2024,TRUE,TRUE,Wants-based,Express,11,5
51-387-9144,38,Male,High,Single,Master's,Middle,Thá»‹ Tráº¥n Cáº©m Thá»§y,Electronics,USD,$325.42,11,Online,5,2,1,None,Somewhat Sensitive,2,10,High,Desktop,PayPal,10/20/2024,FALSE,TRUE,Impulsive,Express,7,0
75-964-5589,24,Male,High,Widowed,Master's,High,Lipovci,Sports & Outdoors,USD,$351.36,2,Mixed,4,3,0,Medium,Not Sensitive,2,7,None,Smartphone,Debit Card,2/9/2024,FALSE,TRUE,Need-based,Express,7,0
61-926-1691,32,Male,High,Divorced,High School,Middle,Waiwukak,Office Supplies,USD,$333.63,8,In-Store,5,3,1,None,Very Sensitive,2,6,Low,Smartphone,PayPal,12/5/2024,FALSE,FALSE,Wants-based,Express,14,0
13-848-5757,32,Female,High,Single,Master's,Middle,Longotea,Sports & Outdoors,USD,$469.90,4,Online,5,2,0,None,Very Sensitive,0,7,Medium,Smartphone,Other,6/28/2024,TRUE,FALSE,Planned,No Preference,7,5
04-545-9162,49,Male,High,Divorced,Master's,High,Tiang,Electronics,USD,$207.52,4,Mixed,1,1,1,None,Somewhat Sensitive,1,9,High,Smartphone,Debit Card,8/6/2024,TRUE,TRUE,Need-based,Standard,2,15
02-911-0447,29,Female,Middle,Single,High School,Middle,ZajeÄov,Travel & Leisure (Flights,USD,$125.89,7,In-Store,4,2,2,None,Not Sensitive,2,2,None,Desktop,Cash,11/22/2024,FALSE,FALSE,Planned,No Preference,13,0
54-936-4361,34,Agender,High,Single,Bachelor's,High,Paris 17,Hotels,USD,$170.77,9,Mixed,5,3,1,Low,Not Sensitive,1,9,Low,Smartphone,PayPal,8/4/2024,FALSE,FALSE,Wants-based,Express,4,0
07-966-8728,23,Male,Middle,Married,Master's,High,Franceville,Home Appliances,USD,$63.91,2,Online,2,2,2,None,Very Sensitive,2,8,None,Tablet,Cash,1/12/2024,FALSE,FALSE,Need-based,Standard,12,30
02-725-7664,43,Female,High,Divorced,High School,Middle,Klishkivtsi,Food & Beverages,USD,$340.55,7,In-Store,2,1,0,None,Very Sensitive,0,2,None,Desktop,paypal,11/19/2024,FALSE,TRUE,Wants-based,Express,1,0
53-013-1026,40,Male,High,Widowed,Master's,Middle,Duyure,Health Supplements,USD,$378.14,6,Online,3,5,1,High,Not Sensitive,0,2,High,Desktop,PayPal,9/4/2024,FALSE,FALSE,Planned,Express,7,15
12-839-8066,20,Male,High,Divorced,Bachelor's,Middle,Muaratiga,Software & Apps,USD,$235.84,9,In-Store,3,4,0,None,Very Sensitive,1,8,Low,Tablet,Other,8/3/2024,TRUE,FALSE,Need-based,Standard,14,10
87-934-6762,41,Male,High,Widowed,Bachelor's,Middle,SollefteÃ¥,Baby Products,USD,$164.44,5,Online,4,4,0,Low,Not Sensitive,1,9,None,Tablet,Cash,4/8/2024,FALSE,FALSE,Impulsive,Express,5,15
10-232-0685,46,Female,High,Married,Master's,Middle,Yangping,Groceries,USD,$455.81,3,In-Store,5,1,1,High,Not Sensitive,1,6,Low,Tablet,Other,4/21/2024,FALSE,FALSE,Wants-based,Standard,6,5
46-681-0764,44,Female,Middle,Married,Master's,High,Muara,Luxury Goods,USD,$298.32,7,In-Store,4,3,1,High,Somewhat Sensitive,0,4,None,Desktop,other,6/17/2024,TRUE,TRUE,Impulsive,Standard,12,5
23-758-1012,39,Female,Middle,Single,High School,High,Myingyan,Books,USD,$351.71,7,In-Store,5,1,1,None,Somewhat Sensitive,1,2,Low,Smartphone,Other,3/19/2024,TRUE,TRUE,Planned,Standard,8,10
74-882-6648,34,Female,High,Married,High School,High,Nakhchivan,Arts & Crafts,USD,$393.48,11,In-Store,3,4,0,High,Very Sensitive,2,3,High,Desktop,debit card,8/13/2024,FALSE,TRUE,Wants-based,Express,3,10
12-440-5464,28,Male,Middle,Divorced,Master's,Middle,Ndungu,Electronics,USD,$241.72,6,Online,5,5,2,Medium,Somewhat Sensitive,1,8,Medium,Smartphone,Other,5/29/2024,FALSE,TRUE,Impulsive,No Preference,2,0
22-234-9315,44,Female,High,Widowed,Bachelor's,High,Miyazu,Jewelry & Accessories,USD,$280.20,3,Online,2,1,2,None,Very Sensitive,0,9,Low,Smartphone,PayPal,12/3/2024,FALSE,TRUE,Impulsive,Standard,13,15
03-422-8710,49,Male,Middle,Divorced,Bachelor's,High,Yuanguping,Sports & Outdoors,USD,$178.04,5,Mixed,2,1,0,Medium,Very Sensitive,1,8,Medium,Tablet,PayPal,9/19/2024,TRUE,FALSE,Wants-based,Standard,11,10
60-618-2561,41,Male,High,Widowed,High School,Middle,Pedra Azul,Hotels,USD,$347.99,5,In-Store,2,5,2,None,Very Sensitive,1,7,High,Tablet,Other,3/22/2024,TRUE,TRUE,Impulsive,No Preference,6,20
47-225-8686,29,Male,High,Widowed,High School,High,WrzÄ…sowice,Health Care,USD,$343.81,3,Mixed,2,4,0.3,Low,Not Sensitive,2,3,Medium,Desktop,Credit Card,2/22/2024,FALSE,FALSE,Impulsive,Express,3,15
84-765-0748,34,Female,Middle,Widowed,High School,High,Hoolt,Jewelry & Accessories,USD,$105.29,7,In-Store,5,3,2,High,Very Sensitive,2,6,None,Desktop,Other,12/25/2024,FALSE,TRUE,Need-based,Standard,4,25
94-692-4313,31,Female,High,Single,Bachelor's,Middle,PÃ©fki,Animal Feed,USD,$483.66,3,Online,5,3,1,None,Very Sensitive,1,6,High,Desktop,PayPal,8/27/2024,FALSE,TRUE,Need-based,Standard,9,15
43-990-6454,33,Female,High,Divorced,Master's,Middle,Qorveh,Jewelry & Accessories,USD,$69.41,8,Online,3,2,2,Medium,Very Sensitive,0,4,Low,Tablet,Cash,1/28/2024,TRUE,FALSE,Planned,Express,5,20
37-611-6911,22,Female,Middle,Married,Bachelor's,Middle,Ã‰vry,Gardening & Outdoors,USD,$207.18,11,Mixed,5,5,2,None,Somewhat Sensitive,1,7,None,Tablet,credit card,11/16/2024,TRUE,FALSE,Need-based,No Preference,8,5
26-596-5461,46,Female,High,Single,Master's,Middle,Payapa,Electronics,USD,$454.15,11,Online,5,2,1,Medium,Somewhat Sensitive,2,1,Low,Smartphone,credit card,12/8/2024,FALSE,FALSE,Impulsive,No Preference,13,10
30-735-8744,24,Female,Middle,Divorced,Bachelor's,High,Nawu,Mobile Accessories,USD,$113.01,11,Online,2,4,0,Medium,Not Sensitive,1,2,High,Desktop,Cash,5/15/2024,FALSE,FALSE,Wants-based,No Preference,4,10
05-710-6109,27,Female,High,Divorced,Master's,High,Malveira,Home Appliances,USD,$419.13,4,Mixed,2,3,2,None,Very Sensitive,2,3,Low,Desktop,Debit Card,8/3/2024,TRUE,FALSE,Impulsive,No Preference,6,15
64-906-4475,43,Male,High,Married,High School,Middle,Nantang,Travel & Leisure (Flights,USD,$183.86,5,Online,2,3,1,None,Not Sensitive,1,6,High,Tablet,Other,10/7/2024,FALSE,TRUE,Wants-based,No Preference,3,20
